,Date,Open,High,Low,Close,Adj Close,Volume
150,1990-08-06,35.91,35.91,35.91,35.91,35.91,0
151,1990-08-07,32.75,32.75,32.75,32.75,32.75,0
162,1990-08-22,30.549999,30.549999,30.549999,30.549999,30.549999,0
163,1990-08-23,36.470001,36.470001,36.470001,36.470001,36.470001,0
164,1990-08-24,33.93,33.93,33.93,33.93,33.93,0
172,1990-09-06,30.190001000000002,30.190001000000002,30.190001000000002,30.190001000000002,30.190001000000002,0
178,1990-09-14,30.559998999999998,30.559998999999998,30.559998999999998,30.559998999999998,30.559998999999998,0
183,1990-09-21,30.040001,30.040001,30.040001,30.040001,30.040001,0
184,1990-09-24,30.559998999999998,30.559998999999998,30.559998999999998,30.559998999999998,30.559998999999998,0
195,1990-10-09,30.709999,30.709999,30.709999,30.709999,30.709999,0
196,1990-10-10,31.190001000000002,31.190001000000002,31.190001000000002,31.190001000000002,31.190001000000002,0
197,1990-10-11,33.98,33.98,33.98,33.98,33.98,0
198,1990-10-12,31.940001000000002,31.940001000000002,31.940001000000002,31.940001000000002,31.940001000000002,0
199,1990-10-15,31.639999,31.639999,31.639999,31.639999,31.639999,0
200,1990-10-16,31.450001,31.450001,31.450001,31.450001,31.450001,0
201,1990-10-17,31.370001000000002,31.370001000000002,31.370001000000002,31.370001000000002,31.370001000000002,0
208,1990-10-26,30.75,30.75,30.75,30.75,30.75,0
209,1990-10-29,31.540001,31.540001,31.540001,31.540001,31.540001,0
210,1990-10-30,30.52,30.52,30.52,30.52,30.52,0
211,1990-10-31,30.040001,30.040001,30.040001,30.040001,30.040001,0
212,1990-11-01,30.25,30.25,30.25,30.25,30.25,0
213,1990-11-02,30.030001000000002,30.030001000000002,30.030001000000002,30.030001000000002,30.030001000000002,0
216,1990-11-07,30.870001000000002,30.870001000000002,30.870001000000002,30.870001000000002,30.870001000000002,0
217,1990-11-08,30.790001,30.790001,30.790001,30.790001,30.790001,0
257,1991-01-08,30.379998999999998,30.379998999999998,30.379998999999998,30.379998999999998,30.379998999999998,0
258,1991-01-09,33.299999,33.299999,33.299999,33.299999,33.299999,0
259,1991-01-10,31.33,31.33,31.33,31.33,31.33,0
260,1991-01-11,32.630001,32.630001,32.630001,32.630001,32.630001,0
261,1991-01-14,36.200001,36.200001,36.200001,36.200001,36.200001,0
262,1991-01-15,36.16,36.16,36.16,36.16,36.16,0
263,1991-01-16,33.200001,33.200001,33.200001,33.200001,33.200001,0
1978,1997-10-27,24.91,32.639998999999996,24.77,31.120001000000002,31.120001000000002,0
1979,1997-10-28,45.689999,48.639998999999996,30.690001000000002,31.219998999999998,31.219998999999998,0
1980,1997-10-29,29.32,34.43,28.83,33.75,33.75,0
1981,1997-10-30,36.709998999999996,38.560001,35.84,38.200001,38.200001,0
1982,1997-10-31,35.080002,37.25,35.02,35.09,35.09,0
1983,1997-11-03,32.18,32.669998,31.9,32.09,32.09,0
1984,1997-11-04,31.440001000000002,33.279999,31.23,32.240002000000004,32.240002000000004,0
1985,1997-11-05,32.310001,32.66,31.18,32.18,32.18,0
1986,1997-11-06,33.060001,33.450001,32.330002,32.57,32.57,0
1987,1997-11-07,36.200001,38.220001,34.77,36.27,36.27,0
1988,1997-11-10,35.209998999999996,36.759997999999996,35.040001000000004,36.630001,36.630001,0
1989,1997-11-11,36.919998,36.919998,36.299999,36.380001,36.380001,0
1990,1997-11-12,37.82,37.860001000000004,35.73,37.84,37.84,0
1991,1997-11-13,37.240002000000004,38.459998999999996,36.43,36.639998999999996,36.639998999999996,0
1992,1997-11-14,36.189999,36.299999,33.540001000000004,33.66,33.66,0
1993,1997-11-17,32.560001,32.619999,31.129998999999998,31.58,31.58,0
1994,1997-11-18,31.33,32.34,31.0,31.549999,31.549999,0
2019,1997-12-24,29.940001000000002,30.83,29.52,30.27,30.27,0
2171,1998-08-04,25.57,31.059998999999998,25.57,31.059998999999998,31.059998999999998,0
2176,1998-08-11,32.540001000000004,33.669998,31.91,31.91,31.91,0
2179,1998-08-14,29.860001,34.610001000000004,29.84,34.34,34.34,0
2180,1998-08-17,34.77,34.77,31.860001,31.860001,31.860001,0
2183,1998-08-20,29.27,30.540001,29.24,30.0,30.0,0
2184,1998-08-21,32.59,36.93,32.59,33.139998999999996,33.139998999999996,0
2185,1998-08-24,31.690001000000002,32.580002,31.299999,31.799999,31.799999,0
2186,1998-08-25,29.309998999999998,30.82,28.49,30.33,30.33,0
2187,1998-08-26,31.950001,32.650002,30.440001000000002,31.139999,31.139999,0
2188,1998-08-27,33.650002,39.48,33.650002,38.549999,38.549999,0
2189,1998-08-28,38.400002,42.779999,38.400002,39.599998,39.599998,0
2190,1998-08-31,39.740002000000004,45.02,38.799999,44.279999,44.279999,0
2191,1998-09-01,41.740002000000004,44.939999,36.080002,36.48,36.48,0
2192,1998-09-02,35.209998999999996,36.759997999999996,34.02,36.759997999999996,36.759997999999996,0
2193,1998-09-03,40.959998999999996,42.68,40.009997999999996,41.43,41.43,0
2194,1998-09-04,40.66,44.189999,40.580002,43.310001,43.310001,0
2195,1998-09-08,40.110001000000004,40.34,37.700001,37.900002,37.900002,0
2196,1998-09-09,37.860001000000004,39.799999,37.560001,39.66,39.66,0
2197,1998-09-10,43.889998999999996,46.560001,43.720001,45.290001000000004,45.290001000000004,0
2198,1998-09-11,47.950001,48.060001,43.740002000000004,43.740002000000004,43.740002000000004,0
2199,1998-09-14,40.889998999999996,40.889998999999996,37.529999,38.57,38.57,0
2200,1998-09-15,38.369999,38.73,36.43,36.580002,36.580002,0
2201,1998-09-16,35.93,37.73,35.720001,35.939999,35.939999,0
2202,1998-09-17,39.43,40.110001000000004,38.82,39.23,39.23,0
2203,1998-09-18,39.439999,39.84,38.509997999999996,38.630001,38.630001,0
